L,R,F,M,C
-0.694155,-0.763225,1.206882,1.203317,0.252477
1.202299,-0.922978,1.844707,1.179995,0.300714
0.144389,-0.856874,1.632099,1.733422,-0.610304
2.119862,-0.812804,1.419491,1.556245,-0.365559
-0.650517,-0.862382,2.269923,1.413412,-0.139750
-1.114016,-0.917470,1.136013,1.188402,0.280880
1.023032,-0.939504,1.419491,1.318458,0.026765
0.846124,-0.889926,2.269923,1.518767,-0.309749
0.035886,-0.829330,0.923405,1.240178,0.175231
1.731844,-0.774243,0.569058,0.247229,3.959072
0.425083,-0.757717,0.356450,1.008851,0.689832
1.794351,0.079609,-0.352244,1.203935,0.247678
-0.256602,-0.801786,1.206882,1.239703,0.174602
1.142150,-0.829330,1.348621,1.405669,-0.129260
-0.931211,-0.592455,1.702968,1.288153,0.080782
-0.634006,-0.840347,0.214711,0.506914,2.421156
-0.269575,-0.735682,1.986446,1.209825,0.232746
-0.308495,-0.818313,1.065144,1.284400,0.086335
0.432160,-0.642033,-0.139636,1.718934,-0.595676
-1.043253,-0.741190,1.136013,0.993555,0.724656
1.453509,-0.862382,2.057315,2.014909,-0.941120
1.322597,-0.867891,1.915576,1.580898,-0.406572
0.313042,-0.840347,1.490360,1.668251,-0.529227
0.785976,-0.878909,2.199054,0.956030,0.821109
-0.380438,-0.493298,0.923405,1.225737,0.199116
-0.223579,-0.867891,1.915576,1.435784,-0.182446
0.544201,-0.619999,0.852535,0.359852,3.202226
1.764867,-0.862382,1.632099,1.184032,0.283080
-0.262499,-0.862382,2.340793,1.362824,-0.059738
-0.288446,-0.917470,1.844707,1.630678,-0.479497
1.578524,-0.945013,1.986446,1.239655,0.169091
1.829733,-0.906452,1.277752,1.098579,0.467789
0.441595,-0.933996,1.773837,1.505705,-0.297001
1.556115,-0.845856,0.994274,1.268535,0.110617
-0.611598,-0.730173,0.214711,1.476207,-0.252390
-0.182301,-0.895435,0.781666,1.334988,-0.013938
-0.793223,-0.856874,2.057315,1.501287,-0.292210
-0.941826,-0.845856,1.632099,0.912947,0.931277
1.939416,-0.895435,1.136013,1.365389,-0.068798
0.278839,-0.730173,2.128184,1.412034,-0.149242
-1.069200,-0.945013,0.923405,0.963488,0.791844
2.078584,-0.884417,2.057315,1.514682,-0.315313
-0.260140,-0.933996,1.348621,2.108153,-1.041751
-1.091608,-0.900943,1.844707,1.607308,-0.452111
-0.970131,-0.774243,1.773837,1.339026,-0.023900
0.027630,-0.818313,1.490360,0.957455,0.806638
2.060893,-0.873400,3.616442,1.712854,-0.596636
0.709316,-0.900943,1.136013,1.505135,-0.301749
1.669336,-0.730173,0.852535,1.201940,0.236876
-0.302598,-0.911961,1.702968,1.303448,0.038972
-0.952440,-0.801786,1.348621,1.449417,-0.215107
1.779019,-0.900943,0.994274,1.414457,-0.157699
2.086839,-0.911961,0.710797,1.457444,-0.228739
2.203599,-0.680595,0.639927,1.449607,-0.216503
-0.321468,-0.603472,1.348621,1.297226,0.048395
0.706957,-0.570420,0.143842,0.279529,3.696362
1.462944,-0.840347,1.419491,1.075066,0.510559
-0.865166,-0.922978,2.836878,1.001108,0.689272
-0.571498,-0.945013,1.136013,1.145842,0.351653
0.402675,-0.559403,1.206882,1.125464,0.395071
-1.296821,0.184275,-0.423114,1.607261,-0.457216
-0.291984,-0.856874,0.852535,0.234926,4.013380
1.892240,-0.933996,0.356450,1.366766,-0.078868
2.112786,-0.416176,1.419491,1.539620,-0.359108
-0.049030,-0.917470,2.340793,1.886563,-0.812956
0.681010,-0.945013,2.766009,1.063761,0.533295
-0.632827,-0.818313,1.844707,1.269628,0.096320
0.742338,-0.933996,0.923405,1.219420,0.194525
-0.989001,-0.812804,0.569058,1.332518,-0.020748
0.109008,-0.851365,1.206882,1.404671,-0.146751
1.624520,-0.476772,2.199054,1.174294,0.285976
-1.188318,-0.945013,1.773837,1.334371,-0.025021
0.537125,-0.933996,1.844707,1.589591,-0.435762
-0.098564,-0.928487,0.072972,0.303707,3.521896
0.637373,-0.675086,0.498188,1.392084,-0.126701
-0.892292,-0.680595,0.427319,1.264450,0.104203
-0.789685,-0.350071,1.277752,1.172917,0.287041
-0.007752,-0.763225,1.561229,1.231247,0.167821
-0.348594,-0.399650,-0.281375,1.609113,-0.464771
-0.191736,-0.774243,1.136013,1.659796,-0.535210
1.175173,-0.933996,1.632099,1.313566,0.010276
-0.142202,-0.730173,1.277752,1.180327,0.270388
1.314341,-0.928487,1.844707,1.757647,-0.663834
-1.231955,-0.686103,0.143842,1.334466,-0.028548
0.715212,-0.642033,1.348621,1.206452,0.215314
0.717571,-0.785260,2.553401,1.242268,0.143672
-0.951261,-0.118705,1.419491,1.303923,0.026020
1.696462,-0.933996,2.269923,1.227162,0.173024
-0.201171,-0.884417,2.269923,1.191252,0.245454
-0.398129,-0.911961,2.553401,1.297321,0.036596
1.149227,-0.421685,1.206882,1.132922,0.366565
1.133895,0.872865,0.852535,1.283308,0.061553
-0.954799,-0.884417,2.411662,0.829441,1.150575
-1.124631,-0.945013,1.490360,1.363346,-0.083990
1.366234,-0.735682,0.781666,2.033102,-0.980220
1.853321,-0.603472,1.561229,1.072169,0.501468
-0.090309,-0.873400,2.766009,1.196667,0.229856
1.894599,-0.245406,0.143842,0.417993,2.823319
1.802607,-0.928487,1.915576,1.140807,0.346954
0.758850,-0.884417,0.214711,0.252359,3.858872
0.604350,-0.928487,2.199054,1.170067,0.283922
-0.512529,-0.702629,1.348621,1.268725,0.086351
2.276720,-0.917470,1.490360,1.266113,0.090463
0.607888,-0.438211,1.915576,1.675519,-0.564072
1.057235,-0.245406,-0.493983,1.567408,-0.413195
0.553636,-0.504315,1.348621,1.262360,0.096928
1.592676,1.732226,0.852535,0.763321,1.355334
-0.427613,-0.581438,3.120356,1.694946,-0.590508
1.971259,-0.708138,1.277752,1.698177,-0.594806
-0.915879,-0.410667,-0.281375,1.992489,-0.940923
-0.148099,-0.074635,0.569058,0.405833,2.882493
2.139912,0.145714,0.498188,0.871859,1.016287
2.234263,-0.818313,0.781666,2.134658,-1.084445
-0.908803,-0.642033,1.773837,1.014693,0.633166
-1.215444,-0.570420,1.136013,1.595481,-0.456682
0.956987,-0.735682,0.710797,0.971373,0.741863
0.533587,-0.911961,1.773837,1.406571,-0.164948
-1.058585,-0.812804,1.702968,1.051838,0.542335
2.112786,-0.873400,2.553401,1.337126,-0.044898
0.462824,-0.928487,1.277752,1.141424,0.339264
0.189206,-0.933996,2.766009,1.100669,0.428784
-0.690617,-0.636525,1.986446,1.139334,0.343401
-1.215444,-0.900943,-0.352244,0.824739,1.153928
-0.519605,-0.933996,1.986446,1.072074,0.492196
-0.809735,-0.895435,1.348621,1.448752,-0.236864
1.091437,-0.702629,1.915576,0.807971,1.202456
1.998385,-0.289475,0.639927,0.230414,4.000548
0.967601,-0.867891,1.702968,1.384246,-0.131403
0.997086,-0.553894,-0.564852,1.501382,-0.322046
0.850842,-0.906452,1.844707,1.021391,0.609555
1.959465,-0.911961,2.482531,1.294328,0.026826
0.718751,-0.311510,1.419491,1.490980,-0.307217
-0.970131,-0.724664,-0.210505,1.273570,0.065412
0.201000,-0.785260,0.994274,0.871147,1.007719
2.047919,-0.708138,1.632099,1.080244,0.468085
-1.250825,-0.911961,0.143842,1.198757,0.211463
-1.264978,-0.796278,1.844707,1.526130,-0.362328
1.037185,-0.900943,2.553401,1.450082,-0.243925
2.046740,-0.091161,2.553401,0.826496,1.139292
0.657422,-0.807295,2.199054,1.196762,0.214781
1.232963,-0.900943,1.915576,1.717937,-0.630446
1.617443,-0.564911,1.277752,1.668489,-0.565592
0.474618,0.129188,0.852535,1.133492,0.346734
0.090137,-0.928487,1.844707,1.383819,-0.135837
2.020794,-0.818313,2.269923,0.848632,1.070104
-0.886395,-0.878909,1.348621,1.382394,-0.135524
2.183549,-0.939504,2.695140,1.088651,0.442840
0.921605,-0.741190,1.702968,1.269438,0.066754
1.204658,-0.741190,2.269923,2.117843,-1.078831
-0.639903,-0.730173,0.710797,1.114491,0.382880
-0.619853,-0.570420,1.915576,1.557100,-0.414537
1.599752,-0.922978,1.490360,1.021961,0.597301
0.862636,1.071179,0.285580,1.394886,-0.159671
-0.571498,-0.939504,1.986446,1.030986,0.572855
0.954628,-0.884417,1.490360,1.666636,-0.570280
-1.024383,-0.834839,0.781666,1.436782,-0.231431
0.258790,-0.911961,1.702968,1.405146,-0.179548
-0.625750,-0.267440,2.340793,0.994078,0.662722
0.570148,-0.559403,0.569058,1.115726,0.376130
-0.369823,-0.933996,1.632099,1.084709,0.445257
0.531228,-0.895435,0.285580,1.295991,0.011568
0.405034,-0.945013,1.490360,1.153014,0.294135
-1.046791,-0.014039,0.781666,1.122947,0.358903
0.808384,-0.878909,1.844707,1.459107,-0.269186
-0.129228,-0.845856,1.986446,1.135012,0.332280
2.176473,-0.889926,1.206882,1.127887,0.347635
2.201240,-0.917470,1.065144,0.966100,0.731192
0.760029,-0.873400,4.041658,0.989898,0.669749
1.684668,-0.945013,1.348621,1.716512,-0.639699
1.839168,-0.884417,3.191225,1.672051,-0.581844
-0.876960,-0.294984,0.923405,1.157954,0.279747
-0.997257,-0.895435,1.632099,0.966005,0.726716
0.221049,-0.889926,0.569058,1.005003,0.627647
1.604470,-0.526350,1.632099,1.222507,0.145377
1.731844,-0.702629,1.561229,1.147789,0.298607
-0.879318,-0.917470,1.561229,1.281408,0.031744
-1.001975,-0.796278,1.773837,1.495920,-0.332473
1.639852,-0.581438,1.773837,1.319931,-0.039351
0.077164,0.030031,0.852535,0.995218,0.649019
0.606709,-0.724664,0.427319,0.329357,3.278681
-0.424075,-0.790769,1.561229,1.104516,0.389697
-0.729536,-0.845856,1.702968,1.241128,0.104825
1.536066,-0.939504,2.907748,1.139667,0.311854
0.252893,-0.867891,2.057315,1.242648,0.101022
2.097454,-0.416176,0.498188,1.157954,0.272208
0.948731,-0.878909,0.214711,1.085041,0.431299
1.453509,-0.570420,0.639927,1.074496,0.455105
1.617443,-0.790769,1.206882,1.417972,-0.213283
-1.026742,0.707603,0.498188,0.783746,1.243199
-1.039715,-0.350071,0.923405,0.888342,0.928565
-0.007752,-0.895435,1.773837,1.355746,-0.108102
-0.729536,-0.812804,1.277752,1.162562,0.260002
0.755312,-0.025057,1.844707,0.776289,1.264721
0.833151,-0.311510,0.498188,1.096489,0.401808
2.025511,-0.553894,0.852535,1.495302,-0.338872
0.125519,-0.526350,0.498188,1.368761,-0.134583
-0.487762,-0.812804,1.277752,1.250865,0.079140
-0.289625,-0.823821,1.206882,1.397879,-0.184532
-1.010230,-0.939504,1.419491,1.180945,0.217401
1.639852,-0.928487,2.695140,1.087939,0.417793
1.323776,-0.239897,2.411662,1.616903,-0.519011
-0.527861,-0.779752,0.923405,1.128979,0.326634
-0.668208,-0.862382,1.773837,1.509172,-0.363112
0.730544,-0.834839,1.490360,0.944107,0.768495
-1.026742,-0.686103,0.569058,0.521971,2.234677
-0.333262,-0.939504,1.419491,1.192012,0.193561
0.191565,-0.531859,2.057315,1.476207,-0.312833
0.561892,-0.763225,1.632099,0.995835,0.635203
-0.261320,-0.504315,2.128184,1.187832,0.201651
1.385104,-0.911961,1.065144,1.415834,-0.216528
0.546560,-0.212353,1.277752,1.270340,0.039482
1.175173,-0.779752,0.781666,0.665613,1.640295
0.139672,-0.867891,3.120356,1.316321,-0.046507
-0.924135,-0.928487,1.348621,1.798545,-0.756578
-1.142322,-0.548385,1.348621,1.031983,0.543078
1.913469,-0.537368,0.994274,1.286110,0.006218
1.604470,-0.801786,1.702968,1.246210,0.081576
1.867473,-0.713647,0.923405,0.786691,1.219107
1.464123,-0.669577,1.065144,1.443242,-0.265342
1.431100,-0.460246,1.065144,1.046281,0.507162
-1.013769,-0.818313,2.766009,0.866587,0.975973
0.817819,-0.608981,1.986446,1.151114,0.272505
0.749415,-0.801786,0.852535,1.133159,0.310587
-0.358029,-0.675086,0.923405,2.187668,-1.165947
0.546560,-0.933996,1.632099,1.170162,0.231146
-0.296701,-0.427193,1.773837,1.006666,0.600235
1.059593,-0.906452,0.569058,1.432887,-0.250710
-0.604521,-0.867891,1.702968,1.305871,-0.032893
1.883985,-0.372106,1.773837,0.890527,0.903578
-0.471251,-0.933996,1.632099,1.329051,-0.076670
0.222229,-0.829330,2.128184,0.949618,0.742273
1.688206,-0.669577,1.065144,1.509267,-0.373531
0.205717,-0.856874,2.269923,1.437969,-0.263618
-0.742510,-0.432702,0.356450,0.884637,0.915700
-0.367465,-0.603472,1.348621,1.549833,-0.435300
0.993548,-0.933996,0.994274,1.126747,0.316513
0.191565,-0.862382,0.781666,0.750876,1.323986
-0.238911,-0.746699,1.632099,1.874023,-0.853423
0.225767,-0.625507,1.348621,1.166694,0.230513
1.372131,-0.895435,1.065144,1.331521,-0.086497
1.922904,-0.939504,1.915576,1.403579,-0.211307
-0.510170,-0.504315,0.781666,1.577003,-0.478230
2.096274,-0.300493,0.639927,0.788211,1.197370
1.359158,-0.911961,2.269923,1.188070,0.181525
0.854380,-0.713647,0.569058,1.339358,-0.104372
-0.518426,-0.366597,0.781666,1.578048,-0.482285
0.822537,-0.823821,2.836878,1.405859,-0.218141
-1.025562,-0.945013,3.049487,1.331948,-0.092298
2.086839,-0.917470,1.986446,1.155674,0.246741
-0.795582,-0.520842,1.419491,1.436164,-0.268655
-1.167089,-0.917470,2.553401,1.004623,0.589505
1.189326,-0.834839,1.419491,1.153252,0.250915
1.602111,-0.840347,1.419491,1.767622,-0.734244
0.576045,-0.779752,1.136013,1.475257,-0.331197
1.935878,-0.719156,0.569058,1.035736,0.512159
2.159961,-0.928487,2.340793,1.042006,0.496897
-0.733074,-0.917470,1.419491,1.197332,0.158553
1.908752,-0.834839,1.348621,1.248918,0.057310
-0.470071,-0.537368,0.781666,1.127982,0.301784
0.931040,-0.642033,0.923405,1.118909,0.319837
1.985412,-0.939504,1.844707,1.799162,-0.776581
0.784796,-0.311510,-0.564852,1.501382,-0.376093
1.242398,-0.774243,2.057315,1.125559,0.303938
0.921605,-0.708138,1.065144,1.372419,-0.169393
0.677472,-0.829330,1.561229,1.024193,0.533947
0.442774,-0.768734,0.498188,1.206832,0.134242
0.984113,-0.928487,2.624270,1.282785,-0.011389
-0.576216,-0.845856,1.986446,0.918932,0.800997
-0.362747,-0.498807,1.419491,1.008518,0.569560
-0.788506,-0.812804,1.632099,1.376124,-0.178209
-0.177583,-0.476772,1.065144,1.404196,-0.225478
-0.740151,-0.933996,0.994274,2.046402,-1.048684
-0.822708,-0.900943,1.136013,1.456684,-0.310433
1.730664,-0.829330,1.702968,1.386004,-0.196430
-0.808555,-0.757717,0.639927,1.199517,0.144516
0.189206,-0.928487,2.836878,1.146174,0.252818
2.272003,-0.581438,1.986446,1.320073,-0.084515
1.268345,-0.702629,1.632099,1.728292,-0.695803
-0.145740,-0.939504,0.710797,1.878773,-0.874956
1.974797,-0.190318,1.277752,1.643266,-0.585813
0.982933,-0.785260,1.419491,1.361161,-0.157673
1.466482,-0.867891,1.206882,1.378784,-0.188008
0.264687,-0.945013,-0.423114,1.338741,-0.119367
1.501863,-0.900943,1.844707,1.459534,-0.320412
-0.882857,-0.922978,1.490360,1.444097,-0.296252
1.214093,-0.928487,0.923405,0.950805,0.705704
0.462824,-0.917470,2.128184,1.413317,-0.247576
-1.217802,-0.113196,0.002103,0.934750,0.747530
-0.339159,-0.383124,0.994274,0.923207,0.778015
1.791993,-0.900943,0.852535,1.116771,0.310729
0.652705,-0.592455,0.498188,1.471125,-0.341072
1.929981,-0.917470,0.143842,1.527745,-0.427554
-0.506632,-0.823821,1.419491,1.777360,-0.761778
1.050158,-0.239897,0.923405,1.682074,-0.642937
-1.019665,1.308054,-0.423114,1.085279,0.376651
0.744697,-0.884417,1.490360,1.359689,-0.161922
0.132595,-0.741190,1.986446,1.645119,-0.594929
-0.898189,-0.812804,0.569058,1.044666,0.467586
-0.729536,-0.735682,1.490360,1.593248,-0.525092
-0.442945,-0.162775,1.065144,1.389329,-0.214075
-0.889933,-0.449228,1.206882,1.306726,-0.071065
-0.058465,-0.889926,1.773837,0.893710,0.848919
0.019374,-0.625507,0.781666,0.907105,0.811600
-0.028981,-0.592455,1.490360,1.690529,-0.658546
0.768285,-0.933996,1.773837,1.362301,-0.171646
0.035886,-0.658560,0.214711,0.246184,3.724199
1.669336,-0.840347,0.923405,1.549358,-0.466073
0.623220,-0.708138,0.356450,0.771871,1.209020
-0.584472,0.255888,0.285580,1.056778,0.433759
-0.386335,-0.851365,2.057315,1.038111,0.477092
1.420486,-0.922978,1.206882,0.994078,0.580435
0.815460,-0.834839,1.773837,1.344631,-0.144943
-0.304957,-0.922978,0.639927,0.428918,2.603875
-1.217802,-0.917470,-0.068767,0.229131,3.839438
1.230604,-0.928487,1.986446,1.139097,0.247948
1.000624,-0.911961,1.844707,1.408044,-0.252673
-0.845116,-0.317019,1.277752,1.312378,-0.089148
0.716392,-0.933996,2.340793,0.981965,0.609023
-0.885215,-0.884417,0.852535,1.225832,0.071154
-0.842757,-0.300493,0.994274,0.956743,0.671942
-0.282549,-0.432702,0.852535,1.125132,0.276459
-0.629288,-0.548385,1.136013,1.346721,-0.151473
-0.716563,-0.928487,0.994274,1.195147,0.130182
1.961824,-0.928487,0.994274,0.834049,1.008860
-0.729536,-0.945013,1.136013,1.281408,-0.036145
-0.677643,-0.928487,2.199054,1.256898,0.009086
0.682190,-0.515333,-0.564852,1.501382,-0.403117
1.655184,-0.851365,0.923405,1.045426,0.450442
0.568968,-0.520842,0.852535,1.717177,-0.700924
0.294171,-0.939504,0.639927,2.336725,-1.329238
-0.642262,-0.884417,0.923405,0.982630,0.600645
-0.813273,-0.493298,1.419491,1.231865,0.053612
1.620981,-0.570420,1.419491,1.188545,0.137909
0.512358,-0.939504,1.490360,0.787119,1.145412
-0.938288,-0.867891,0.923405,0.894422,0.829707
-0.242450,-0.933996,1.348621,1.343443,-0.151585
0.234023,-0.377615,1.348621,1.146934,0.222599
-0.790864,-0.922978,0.710797,1.332376,-0.132571
-0.286087,-0.735682,0.569058,0.922590,0.752564
-0.365106,-0.884417,0.994274,1.417117,-0.275566
1.812042,-0.945013,1.561229,1.322068,-0.114896
0.876788,-0.818313,1.632099,1.046803,0.442179
-0.876960,-0.741190,-0.068767,1.024336,0.494809
-0.796761,-0.829330,0.143842,0.814906,1.054246
-0.579754,-0.928487,1.632099,1.456114,-0.340757
0.203359,-0.763225,0.781666,0.983865,0.590103
-1.262619,-0.763225,1.206882,0.613125,1.749837
1.403974,-0.939504,1.206882,1.620513,-0.582070
-0.525502,-0.851365,1.986446,1.191300,0.125373
-0.774353,-0.812804,1.136013,1.475067,-0.372345
2.220110,-0.928487,1.136013,1.006476,0.531980
2.010179,-0.686103,2.482531,0.996785,0.555173
-1.312153,-0.928487,1.844707,1.389329,-0.236472
-1.298001,-0.900943,1.277752,1.045806,0.437216
-0.464174,-0.917470,1.986446,1.156719,0.193849
1.571447,-0.311510,0.781666,1.160139,0.186169
-0.428793,-0.928487,1.632099,1.255568,-0.001598
1.420486,1.522894,0.781666,1.428089,-0.301995
0.438057,-0.801786,1.348621,1.099054,0.314125
-0.500735,-0.719156,1.490360,0.802746,1.082786
-0.547911,-0.889926,2.553401,0.842837,0.961981
-0.026622,-0.779752,1.773837,1.044096,0.436080
-1.034997,-0.840347,1.773837,0.798756,1.090562
1.103231,-0.873400,0.002103,0.951138,0.661617
0.655064,-0.939504,1.206882,1.690766,-0.681617
0.302427,-0.889926,1.632099,1.574913,-0.526143
-0.619853,-0.933996,2.624270,1.655331,-0.636138
0.655064,-0.933996,0.639927,1.179662,0.139473
1.191685,-0.851365,1.419491,1.151874,0.195798
1.098513,-0.708138,1.915576,0.879744,0.850584
-0.214144,-0.856874,0.852535,0.985433,0.572700
0.972319,-0.140740,1.136013,1.273665,-0.042635
-0.314392,-0.911961,1.065144,0.316342,3.201181
1.186967,-0.746699,0.852535,0.890100,0.821498
1.087899,-0.851365,0.923405,1.051126,0.414668
-1.207188,-0.504315,0.569058,0.451671,2.444839
1.436997,-0.922978,1.986446,1.002438,0.529239
0.583121,-0.834839,1.632099,0.933800,0.702139
0.800128,-0.939504,1.632099,1.055163,0.404239
0.767105,-0.465754,0.569058,0.821794,1.015167
1.782557,-0.928487,1.773837,1.096536,0.311061
2.267285,-0.515333,1.206882,1.225690,0.045304
-0.408743,-0.922978,1.490360,1.447327,-0.340162
1.254192,-0.003022,1.773837,1.447802,-0.341432
-1.168268,-0.768734,0.923405,1.351234,-0.184198
0.650346,0.509289,0.285580,1.254143,-0.010818
1.446432,-0.383124,0.852535,1.245640,0.005145
1.223528,-0.570420,0.994274,1.122947,0.250866
-0.994898,-0.884417,1.561229,0.912140,0.754574
-1.022024,-0.823821,2.057315,0.798044,1.082282
-0.724819,-0.878909,0.710797,1.144607,0.203895
-1.062123,-0.829330,1.702968,2.098605,-1.137617
0.823716,-0.102179,0.002103,1.018398,0.484163
1.290753,-0.856874,0.356450,1.435357,-0.325980
-0.854551,-0.895435,1.632099,1.244120,0.004931
1.493608,-0.454737,0.781666,1.344393,-0.176310
-0.017187,-0.851365,0.143842,1.347623,-0.181857
1.694103,-0.603472,0.923405,0.839844,0.954168
0.873250,-0.884417,1.419491,1.512925,-0.445499
0.992368,-0.757717,1.348621,1.398544,-0.267749
0.280019,-0.823821,1.136013,0.854237,0.910894
1.656363,-0.344563,0.498188,0.881549,0.833745
-0.781429,-0.884417,1.490360,1.376409,-0.232275
-0.788506,-0.928487,1.702968,1.168119,0.150670
0.408572,-0.900943,1.915576,1.088414,0.319704
1.046620,-0.614490,0.923405,1.456684,-0.362692
-0.115076,-0.537368,0.356450,1.204172,0.077556
2.230724,-0.603472,1.490360,1.483902,-0.405359
0.558354,-0.636525,1.773837,1.361066,-0.209242
1.625699,-0.179301,-0.068767,1.285065,-0.076152
-1.171806,-0.614490,0.994274,0.820511,1.005218
1.570268,-0.344563,1.065144,1.365769,-0.217719
1.024212,-0.933996,1.206882,1.247255,-0.006882
2.112786,-0.752208,1.419491,1.504470,-0.437538
-0.944185,2.172923,-0.493983,1.104944,0.280255
-1.024383,-0.933996,1.490360,1.384721,-0.250161
1.435818,-0.939504,1.065144,0.531281,2.051322
0.896838,-0.818313,2.128184,1.057206,0.385346
-1.111658,-0.851365,1.277752,0.786026,1.107865
1.869832,-0.945013,2.907748,1.066754,0.363280
1.223528,-0.939504,0.710797,0.998115,0.524059
